AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,FraudFound_P,Deductible,AgentType,AddressChange_Claim,BasePolicy
Urban,Female,Married,48.81710904,Policy Holder,Sedan,1,410.9144548,External,1 year,Collision
Urban,Female,Married,53.79243636,Policy Holder,Sedan,1,400,External,1 year,Collision
Rural,Female,Married,50.7194308,Policy Holder,Sedan,1,400,External,1 year,All Perils
Urban,Male,Single,41.3600197,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,40.25608263,Policy Holder,Sedan,1,400,External,1 year,All Perils
Rural,Female,Single,41.89166879,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Female,Single,35.66663038,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Single,41,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,40.585791,Policy Holder,Sedan,1,400,External,1 year,All Perils
Urban,Male,Single,33.55495968,Policy Holder,Sport,1,400,External,4 to 8 years,All Perils
Urban,Female,Married,35.50272471,Policy Holder,Sport,1,400,External,1 year,Collision
Rural,Female,Married,34.16929487,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Married,34.28934621,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Married,37.07048381,Policy Holder,Sport,1,400,External,no change,All Perils
Rural,Male,Single,33.48950153,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Male,Single,25.45146058,Policy Holder,Sedan,1,400,External,4 to 8 years,Liability
Rural,Female,Single,24.09632509,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Single,24.08309519,Policy Holder,Sedan,1,400,External,4 to 8 years,Liability
Rural,Male,Single,29.29526716,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Single,32.82465131,Policy Holder,Utility,1,400,External,no change,All Perils
Rural,Male,Married,27.24886267,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Female,Married,37.40251831,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Single,35.27650447,Policy Holder,Sedan,1,452.4832836,External,no change,All Perils
Urban,Male,Single,34.05238874,Policy Holder,Sedan,1,400,External,2 to 3 years,All Perils
Urban,Male,Single,36.13652987,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,32.7372021,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,45.13563366,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,42.54791662,Policy Holder,Sedan,1,413.200758,External,no change,All Perils
Urban,Female,Married,35.314274,Policy Holder,Sport,1,400,External,2 to 3 years,Collision
Urban,Male,Married,43.51294404,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Urban,Female,Married,41.89252081,Third Party,Sedan,1,419.1589017,External,2 to 3 years,All Perils
Urban,Male,Single,40.78308587,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Urban,Female,Married,40.04540271,Third Party,Sedan,1,430.4199791,External,no change,All Perils
Urban,Male,Single,42.09566005,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,43.47472005,Policy Holder,Sport,1,400,External,2 to 3 years,Collision
Rural,Female,Married,35.45004618,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Female,Single,38.47001249,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Rural,Female,Single,41.68051945,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,43.25616691,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,42.50351896,Policy Holder,Sedan,1,486.8606261,External,no change,Collision
Rural,Female,Single,29.04656263,Third Party,Sport,1,443.5223233,External,2 to 3 years,All Perils
Urban,Female,Single,41.8685972,Policy Holder,Sedan,1,483.5189326,External,2 to 3 years,Collision
Rural,Male,Married,26.46471078,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Male,Single,38.24515865,Third Party,Sedan,1,476.5322415,External,2 to 3 years,All Perils
Urban,Male,Married,26.98909843,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Married,31.65345732,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,29.99175003,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Female,Married,33.86144885,Third Party,Sedan,1,413.8551148,External,no change,All Perils
Urban,Female,Married,33.3635193,Third Party,Sedan,1,463.64807,External,no change,Collision
Urban,Female,Single,28.11711939,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Rural,Female,Single,30.11526141,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Single,20.52354459,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Single,39.49022501,Third Party,Sedan,1,494.0243453,External,no change,Collision
Urban,Male,Married,6.347220415,Policy Holder,Utility,1,400,External,4 to 8 years,Collision
Urban,Male,Married,23.76122106,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,26.47287777,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Married,14.68128709,Policy Holder,Sedan,1,434.9554454,External,no change,Collision
Rural,Male,Married,26.18725677,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Single,26.44402045,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,28.68900055,Third Party,Sedan,1,438.4142936,External,no change,All Perils
Urban,Male,Single,35.99485262,Third Party,Sedan,1,462.4678289,External,no change,Collision
Urban,Male,Married,37.71750808,Third Party,Sedan,1,473.2344255,External,2 to 3 years,Collision
Urban,Male,Married,26,Policy Holder,Utility,1,400,External,4 to 8 years,All Perils
Urban,Male,Married,37.06290852,Third Party,Sedan,1,424.2136435,External,2 to 3 years,Collision
Urban,Female,Single,38.17145358,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,31.88137264,Policy Holder,Sedan,1,488.982842,External,no change,All Perils
Rural,Female,Married,34.68888096,Policy Holder,Sedan,1,471.8519839,External,no change,All Perils
Urban,Male,Married,34.77681128,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,38.35547705,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Single,34.38758985,Policy Holder,Sport,1,480.1772879,External,no change,All Perils
Rural,Male,Married,41.30943269,Third Party,Sedan,1,465.4716347,External,2 to 3 years,All Perils
Urban,Male,Married,40.58830093,Policy Holder,Sedan,1,429.4150466,External,no change,Collision
Urban,Male,Single,44.05399251,Third Party,Sport,1,481.0798501,External,no change,All Perils
Urban,Female,Married,34.59522388,Policy Holder,Sport,1,477.2110874,External,2 to 3 years,Collision
Urban,Male,Married,41.68317383,Policy Holder,Sedan,1,433.6634766,External,2 to 3 years,Collision
Urban,Female,Married,40.84550346,Policy Holder,Sedan,1,401.9312068,External,2 to 3 years,All Perils
Rural,Male,Single,42.71999071,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,35.23712666,Policy Holder,Sedan,1,457.6287334,External,no change,Collision
Urban,Male,Single,39.58675797,Third Party,Sedan,1,417.6655254,External,no change,All Perils
Rural,Male,Married,39.75109974,Third Party,Sedan,1,415.6112533,External,2 to 3 years,All Perils
Urban,Male,Married,45.09132036,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Female,Single,28,Policy Holder,Sedan,1,400,External,1 year,Collision
Urban,Female,Single,28,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,28,Policy Holder,Sedan,1,400,External,1 year,All Perils
Urban,Male,Single,26.43113814,Policy Holder,Sport,1,400,External,1 year,Liability
Urban,Female,Married,28,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,27.29724101,Policy Holder,Sport,1,400,External,1 year,Collision
Urban,Female,Single,36.53463478,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,42.74678247,Third Party,Sedan,1,489.3316791,External,2 to 3 years,Collision
Urban,Male,Married,45.3218152,Third Party,Sport,1,452.5454971,External,2 to 3 years,Collision
Rural,Male,Married,37.96813946,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,47.87405613,Third Party,Sedan,1,428.1485967,External,no change,Collision
Urban,Male,Married,47.0095348,Policy Holder,Sedan,1,428.4352171,External,2 to 3 years,Collision
Rural,Male,Single,31.54399184,Third Party,Sedan,1,454.3991842,External,2 to 3 years,All Perils
Urban,Female,Married,31.33276588,Third Party,Sedan,1,433.2765877,External,2 to 3 years,All Perils
Urban,Female,Single,29.38292823,Policy Holder,Sedan,1,434.5732058,External,2 to 3 years,All Perils
Rural,Male,Married,31.2083579,Policy Holder,Utility,1,473.6119301,External,no change,All Perils
Urban,Female,Married,28.2005254,Third Party,Sedan,1,405.0131351,External,2 to 3 years,Collision
Rural,Male,Single,32.97828991,Policy Holder,Sedan,1,451.0855047,External,2 to 3 years,All Perils
Urban,Male,Married,27.77843401,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Male,Married,24.17081804,Policy Holder,Sedan,1,400,External,2 to 3 years,Collision
Rural,Male,Married,40.52776347,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Single,39.99689734,Third Party,Sedan,1,443.7693916,External,no change,All Perils
Rural,Female,Single,37.36153042,Third Party,Sedan,1,468.8462113,External,no change,All Perils
Urban,Male,Married,45.07098128,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Urban,Male,Married,43.26603775,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Single,43.51987224,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Married,45.12287149,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,47.78620601,Policy Holder,Sedan,1,400,External,2 to 3 years,Collision
Urban,Female,Married,45.30470408,Policy Holder,Sedan,1,400,External,1 year,Collision
Urban,Male,Married,43.82608195,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Single,41.48915544,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,32.7842718,Policy Holder,Sedan,1,480.1747577,External,2 to 3 years,All Perils
Urban,Male,Married,31.96264805,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Urban,Male,Single,42.0584863,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Single,37.44659939,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,42.34207319,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Female,Single,37.72278794,Policy Holder,Sedan,1,452.0253449,External,2 to 3 years,All Perils
Urban,Male,Married,38.96026438,Policy Holder,Sedan,1,463.2751307,External,2 to 3 years,All Perils
Urban,Male,Single,34.21352594,Policy Holder,Sport,1,420.1229631,External,no change,Liability
Urban,Male,Married,39.02987215,Policy Holder,Sport,1,463.9079286,External,2 to 3 years,Collision
Urban,Female,Married,39.2183699,Policy Holder,Sport,1,474.7891327,External,2 to 3 years,All Perils
Urban,Female,Married,40.71741014,Policy Holder,Sport,1,486.5730008,External,no change,Liability
Urban,Male,Married,34.19989047,Third Party,Sedan,1,424.4432274,External,no change,Liability
Rural,Female,Married,41.11937486,Third Party,Sedan,1,488.0625139,External,2 to 3 years,Collision
Urban,Male,Single,33.69737996,Policy Holder,Sedan,1,426.9737996,External,2 to 3 years,All Perils
Urban,Male,Single,37.13431518,Policy Holder,Utility,1,403.3578794,External,2 to 3 years,All Perils
Urban,Male,Married,33.98025717,Third Party,Sedan,1,429.8025717,External,no change,All Perils
Rural,Female,Single,38.83383889,Policy Holder,Sedan,1,469.0548413,External,2 to 3 years,All Perils
Urban,Male,Married,38.41430587,Policy Holder,Sport,1,400,External,2 to 3 years,Collision
Urban,Female,Single,28.98310242,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Married,40.00571708,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,31.75128259,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,28.50084912,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Single,29.47633143,Policy Holder,Sedan,1,423.8165716,External,no change,Collision
Urban,Male,Married,26.58782855,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,32.90808986,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Married,33.19696917,Policy Holder,Sedan,1,490.1515415,External,2 to 3 years,All Perils
Urban,Female,Married,24.63308841,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,25.51242327,Policy Holder,Sedan,1,400,External,2 to 3 years,All Perils
Urban,Female,Married,33.61696005,Policy Holder,Sedan,1,400,External,no change,Liability
Rural,Female,Single,36.06512641,Policy Holder,Utility,1,400,External,4 to 8 years,All Perils
Urban,Female,Single,35.10527877,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Female,Married,34.75765999,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,42.27715078,Third Party,Sport,1,400,External,2 to 3 years,Collision
Urban,Male,Single,33.3393382,Policy Holder,Utility,1,400,External,4 to 8 years,Collision
Urban,Male,Married,35.6557897,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Female,Married,39.92756791,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Married,41.09543592,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Married,41.47225208,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,36.52350352,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Female,Single,41.17093456,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,38.47017766,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Female,Married,44.36834064,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Female,Married,45.8400481,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Single,45.94395098,Policy Holder,Sport,1,400,External,no change,All Perils
Rural,Male,Single,39.16253883,Policy Holder,Sport,1,400,External,no change,All Perils
Rural,Male,Single,43.50922392,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Female,Married,38.81716323,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Married,36.16437074,Policy Holder,Sedan,1,436.0728457,External,2 to 3 years,All Perils
Rural,Female,Married,36.63408659,Third Party,Sedan,1,443.9014431,External,4 to 8 years,Collision
Urban,Male,Single,40.21872435,Third Party,Sedan,1,489.0637827,External,no change,All Perils
Urban,Male,Married,36.20561627,Third Party,Sedan,1,452.5702033,External,no change,Liability
Urban,Male,Married,39.33337638,Policy Holder,Utility,1,477.7792125,External,2 to 3 years,Collision
Urban,Male,Married,39.25825657,Third Party,Utility,1,475.2752191,External,2 to 3 years,All Perils
Rural,Male,Single,18.7879742,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Single,0.823678573,Policy Holder,Sport,1,402.4959957,External,2 to 3 years,Collision
Urban,Male,Married,19.52378205,Third Party,Sport,1,459.1629759,External,no change,All Perils
Urban,Male,Married,4.103470905,Third Party,Sport,1,412.4347603,External,2 to 3 years,Collision
Urban,Female,Married,21.73578733,Policy Holder,Sedan,1,474.9509908,External,2 to 3 years,All Perils
Urban,Male,Married,11.25502592,Third Party,Sedan,1,438.8104342,External,2 to 3 years,All Perils
Rural,Female,Married,47.18649993,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Male,Single,32.85321671,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Married,47.36420191,Policy Holder,Sedan,1,410.5966349,External,2 to 3 years,Collision
Urban,Male,Married,42.36838052,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,47.62351023,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Single,46.81173775,Third Party,Sedan,1,439.6087416,External,2 to 3 years,Collision
Rural,Male,Single,40.36551388,Policy Holder,Sedan,1,493.6551388,External,2 to 3 years,All Perils
Urban,Male,Married,31.32973687,Third Party,Sedan,1,416.4868435,External,no change,All Perils
Urban,Female,Single,30.32982127,Policy Holder,Sedan,1,433.5089365,External,no change,Collision
Urban,Male,Married,31.37429837,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,32.90160285,Policy Holder,Sedan,1,495.0801427,External,2 to 3 years,All Perils
Urban,Male,Married,31.98594052,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Female,Single,41.27939958,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,50.52363582,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Rural,Male,Married,51.8126527,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,42.13824396,Policy Holder,Sport,1,400,External,no change,Liability
Rural,Male,Married,47.35872309,Third Party,Sedan,1,422.1013186,External,2 to 3 years,Collision
Urban,Female,Single,49.86258702,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Single,34.38404592,Third Party,Sedan,1,452.400287,External,2 to 3 years,All Perils
Urban,Male,Single,26.98504614,Policy Holder,Sedan,1,406.1565384,External,2 to 3 years,Collision
Urban,Male,Married,26,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,26,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,26,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,26.80164551,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Female,Married,31.04783525,Third Party,Sport,1,467.4639208,External,no change,Collision
Rural,Male,Married,27.18135326,Third Party,Sedan,1,401.2953805,External,no change,All Perils
Urban,Female,Single,29.54034165,Policy Holder,Sport,1,416.935611,External,no change,All Perils
Rural,Male,Single,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,31.19769939,Policy Holder,Sedan,1,469.9616564,External,2 to 3 years,Collision
Rural,Female,Single,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,57.30395611,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Married,50.72096988,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,58.12772375,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,52.08033482,Policy Holder,Utility,1,400,External,4 to 8 years,Collision
Urban,Male,Single,57.96864723,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Male,Single,58.4040565,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,40.66701208,Third Party,Sedan,1,516.649396,External,2 to 3 years,Collision
Urban,Male,Married,39.73843021,Policy Holder,Sport,1,563.0784894,External,2 to 3 years,All Perils
Urban,Female,Married,29.04043019,Policy Holder,Sport,1,516.3176197,External,2 to 3 years,All Perils
Urban,Female,Single,31.0820043,Policy Holder,Sedan,1,502.7334766,External,2 to 3 years,All Perils
Urban,Male,Single,28.61172689,Policy Holder,Sedan,1,506.4244666,External,no change,Collision
Urban,Female,Married,42.94932205,Policy Holder,Sport,1,402.5338974,External,no change,All Perils
Urban,Female,Married,28,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Male,Married,28,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,28,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Male,Married,29.02674818,Policy Holder,Sedan,1,434.2249394,External,no change,All Perils
Urban,Male,Married,36.28946513,Third Party,Sport,1,400,External,no change,Collision
Rural,Male,Married,28.12917683,Policy Holder,Sedan,1,402.5835367,External,no change,All Perils
Urban,Male,Married,34.35557737,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Female,Married,24.13364049,Policy Holder,Utility,1,400,External,2 to 3 years,All Perils
Urban,Female,Married,25.24786631,Policy Holder,Utility,1,400,External,no change,Collision
Rural,Male,Single,35.17415578,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Female,Married,29.88271502,Policy Holder,Sport,1,400,External,2 to 3 years,Collision
Urban,Female,Married,25.18313028,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Married,34.2973347,Policy Holder,Sport,1,416.2166838,External,2 to 3 years,Collision
Urban,Male,Married,38.45257053,Third Party,Sport,1,468.1571316,External,2 to 3 years,All Perils
Rural,Male,Married,35.76307484,Third Party,Sedan,1,423.0256237,External,2 to 3 years,All Perils
Urban,Male,Single,33,Third Party,Sedan,1,455.9422274,External,2 to 3 years,All Perils
Rural,Female,Married,38.61556073,Policy Holder,Sedan,1,446.7963394,External,2 to 3 years,Collision
Urban,Male,Married,33,Policy Holder,Sport,1,466.8325593,External,no change,All Perils
Urban,Female,Married,32.86755702,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Male,Married,26.50366465,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Single,34.0073443,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Female,Married,35.88842697,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Female,Married,31.3909,Policy Holder,Sedan,1,492.1820001,External,no change,All Perils
Urban,Male,Married,33.80366287,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,32.79857528,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Single,33.66177818,Policy Holder,Sedan,1,400,External,2 to 3 years,All Perils
Urban,Female,Married,33.52847137,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Female,Single,34.79013015,Policy Holder,Sedan,1,405.2467463,External,no change,All Perils
Rural,Male,Married,31.84731777,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,32.32926087,Policy Holder,Sport,1,400,External,no change,All Perils
Rural,Male,Single,54.47764218,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,40.49317198,Policy Holder,Sedan,1,465.9401274,External,no change,All Perils
Urban,Male,Married,53.817097,Third Party,Sedan,1,404.9287625,External,no change,All Perils
Urban,Male,Single,30.03353535,Policy Holder,Sedan,1,400,External,2 to 3 years,Collision
Urban,Male,Married,24.45274452,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Female,Married,43.85964084,Third Party,Sedan,1,446.4181632,External,no change,Collision
Urban,Male,Single,36.56266509,Third Party,Sedan,1,472.1866746,External,2 to 3 years,All Perils
Rural,Female,Married,48.90210648,Third Party,Sedan,1,411.654964,External,2 to 3 years,All Perils
Urban,Male,Single,47.58768133,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,49.4909334,Policy Holder,Sedan,1,407.545333,External,no change,All Perils
Urban,Female,Single,35.34383862,Third Party,Sedan,1,478.2808069,External,2 to 3 years,Collision
Urban,Male,Married,36.04820157,Policy Holder,Sedan,1,400,External,2 to 3 years,All Perils
Urban,Male,Married,19.76519781,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Single,22.07390425,Policy Holder,Sport,1,400,External,4 to 8 years,All Perils
Urban,Female,Married,25.35464689,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Female,Single,20.54624062,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Single,22.88317485,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Female,Single,26.78991818,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Single,42.60350288,Third Party,Sedan,1,446.5499038,External,2 to 3 years,All Perils
Urban,Male,Single,42.20629086,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Female,Single,44.2479783,Third Party,Sedan,1,424.79783,External,no change,All Perils
Rural,Male,Single,33.71415736,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Female,Single,44.24966944,Policy Holder,Sedan,1,424.9669439,External,2 to 3 years,All Perils
Urban,Male,Married,43.93537654,Policy Holder,Sedan,1,403.2311728,External,2 to 3 years,Liability
Rural,Female,Married,29.79005217,Policy Holder,Sport,1,423.6878261,External,2 to 3 years,All Perils
Rural,Male,Married,40.55285577,Policy Holder,Sedan,1,427.6427884,External,2 to 3 years,All Perils
Urban,Male,Married,41.04054222,Policy Holder,Sport,1,452.0271112,External,2 to 3 years,Collision
Rural,Male,Married,41.60375183,Third Party,Sport,1,480.1875916,External,2 to 3 years,All Perils
Urban,Male,Widow,41.32928429,Third Party,Sedan,1,432.9284288,Internal,no change,All Perils
Urban,Female,Married,34.187705,Third Party,Sedan,1,451.1731562,External,no change,All Perils
Urban,Male,Single,40.06233621,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,39.9714903,Third Party,Sedan,1,430.9885361,External,2 to 3 years,Collision
Rural,Female,Single,37.97365507,Policy Holder,Sedan,1,454.7849539,External,2 to 3 years,All Perils
Rural,Male,Single,44.16911978,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Single,24.72298506,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Urban,Female,Single,25.61752419,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Rural,Female,Married,48.36568262,Third Party,Sport,1,400,External,2 to 3 years,All Perils
Rural,Male,Married,37.6032568,Policy Holder,Sedan,1,400,External,2 to 3 years,Collision
Rural,Male,Married,34.5228035,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Single,43.33144492,Third Party,Sport,1,400,External,no change,Collision
Rural,Female,Married,44.41556613,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Single,39.40034299,Third Party,Utility,1,400,External,no change,All Perils
Rural,Female,Single,32.95611777,Policy Holder,Sedan,1,495.6117771,External,no change,All Perils
Urban,Female,Married,34.58833324,Third Party,Sport,1,400,External,no change,All Perils
Urban,Male,Married,31.88958229,Third Party,Sedan,1,411.041771,External,no change,Collision
Urban,Female,Single,32,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,33.70777455,Third Party,Sedan,1,400,External,2 to 3 years,All Perils
Urban,Female,Single,32.45718361,Third Party,Sedan,1,445.7183612,External,2 to 3 years,All Perils
Urban,Male,Single,29.64326852,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Single,52.13342442,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,40.23860887,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Female,Married,44.79784972,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,34.6224691,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,35.14894863,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,33.92693467,Policy Holder,Sport,1,400,External,4 to 8 years,Collision
Rural,Male,Married,32.71806064,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Married,32.81450377,Policy Holder,Sedan,1,423.7099246,External,no change,Collision
Urban,Male,Married,33.94735147,Third Party,Sedan,1,405.2648526,External,2 to 3 years,All Perils
Urban,Female,Single,30.35061703,Policy Holder,Sedan,1,472.9876593,External,no change,Collision
Rural,Male,Single,40.30014052,Third Party,Sedan,1,490.0020075,External,2 to 3 years,Collision
Urban,Male,Married,33.08342216,Policy Holder,Sedan,1,499.4438523,External,no change,Collision
Rural,Male,Married,44.59198824,Third Party,Sport,1,456.800196,External,no change,All Perils
Rural,Male,Married,43.95501832,Policy Holder,Sedan,1,457.7854525,External,2 to 3 years,Collision
Rural,Male,Married,47.99105006,Policy Holder,Sport,1,400.1491657,External,no change,All Perils
Urban,Male,Married,46.8287629,Policy Holder,Sedan,1,416.7319585,External,no change,All Perils
Urban,Female,Married,41.52936049,Policy Holder,Sedan,1,434.0559974,External,2 to 3 years,Collision
Urban,Male,Single,30.08684914,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Female,Single,27.57222034,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Rural,Female,Married,33.37125944,Policy Holder,Utility,1,400,External,no change,All Perils
Rural,Female,Married,32.18222308,Policy Holder,Utility,1,400,External,4 to 8 years,All Perils
Urban,Female,Married,30.78727369,Policy Holder,Utility,1,400,External,4 to 8 years,All Perils
